Unnamed: 0,IMMAGINE,DOMANDA,RISPOSTA 1,V/F,RISPOSTA 2,V/F.1,RISPOSTA 3,V/F.2,TEMA
145,,Cosa si intende per accostata di un'unità?,"la rotazione dell'unità lungo l'asse longitudinale dell'unità, che determina l'inclinazione della stessa in maniera alternata a dritta e a sinistra.",F,"la rotazione dell'unità lungo l'asse trasversale, che determina l'immersione della parte prodiera e il contestuale sollevamento della parte poppiera.",F,"la rotazione dell'unità lungo l'asse verticale, che determina la contestuale deviazione della prua da un lato e della poppa dal lato opposto.",V,TEORIA DELLO SCAFO
147,,Quali sono le parti principali di cui è composta l'elica?,"perno, superficie, stondatura ed inclinazione.",F,"alesaggio, corsa, fusto e diamante.",F,mozzo e pale.,V,TEORIA DELLO SCAFO
148,,Di norma il motore diesel viene spento:,lasciando esaurire la benzina nel serbatoio.,F,mettendo a massa la bobina.,F,impedendo al carburante di affluire alla pompa di iniezione.,V,MOTORI
149,,"Prima di avviare un motore entrobordo a benzina, qual è la prima operazione da compiere?",aprire i rubinetti del circuito di raffreddamento a ciclo chiuso.,F,far aerare il vano motore.,V,verificare che le candele siano ben inserite.,F,MOTORI
150,,"Il principale problema, in termini di sicurezza, di un motore a benzina è:",l'accumulo di vapori di benzina nel vano motore.,V,la minore volatilità della benzina rispetto al gasolio.,F,le esalazioni di vapori di benzina dal tubo di scarico.,F,MOTORI
151,,Cosa può determinare il danneggiamento della girante del circuito di raffreddamento di un motore fuoribordo?,la miscela troppo ricca.,F,il funzionamento del fuoribordo quando la sua presa d'acqua si trova al di fuori del livello dell'acqua.,V,la percentuale di aria nella miscela bassa.,F,MOTORI
152,,Un impianto di aerazione forzata nel vano che alloggia il motore entrobordo diesel di un'unità da diporto:,è sconsigliato.,F,è obbligatorio.,F,"non è obbligatorio, ma è consigliato.",V,MOTORI
154,,Quali sono le fasi di un motore a combustione interna a quattro tempi?,"depressione, alimentazione, iniezione, espansione.",F,attiva e passiva.,F,"aspirazione, compressione, scoppio, scarico.",V,MOTORI
155,,Ho necessità di invertire la rotazione dell'elica: è necessario invertire la rotazione del motore?,no; l'inversione della rotazione dell'elica si ottiene azionando l'apposita leva del sistema riduttore/invertitore.,V,sì; azionando l'apposita leva avviene automaticamente l'inversione del senso di rotazione del motore.,F,solo nei motori non muniti del sistema riduttore/invertitore occorre invertire il senso di rotazione del motore.,F,MOTORI
156,,"In generale, la causa più comune in base alla quale un motore entrobordo si surriscalda avviene quando:",la presa a mare della pompa dell'acqua si è occlusa.,V,la pompa di iniezione si è rotta.,F,si è sporcato il filtro dell'olio.,F,MOTORI
157,,"Un motore ""entrofuoribordo"" è un motore:",esterno allo scafo con organi di trasmissione interni.,F,entrobordo con gli organi di trasmissione riuniti in un piede fuoribordo applicato alla poppa.,V,"fuoribordo, che ha un apposito pozzetto interno per alloggiare la testa.",F,MOTORI
158,,"Con il termine ""spurgare"", riferito a un sistema d'alimentazione di un motore diesel, s'intende:",pulire i filtri del gasolio.,F,eliminare tutta l'aria presente nel circuito di alimentazione carburante prima di riaccendere il motore.,V,svuotare tutto il gasolio presente nel sistema prima di riempire il serbatoio.,F,MOTORI
159,,"Escludendo problemi all'elica, se un motore diesel ""perde colpi e cala di giri"" e vi è carburante in quantità sufficiente; cos'è successo?",si è ostruita la presa a mare.,F,si è intasato il filtro dell'olio.,F,nel serbatoio è presente carburante sporco.,V,MOTORI
161,,Il sistema propulsivo di una barca a motore è dato:,dal timone e i suoi accessori.,F,dalle vele.,F,dal motore e dall'elica.,V,MOTORI
162,,Lo scambiatore di calore in un motore marino entrobordo:,permette il raffreddamento dell'asse portaelica dell'unità mediante acqua pompata dall'esterno.,F,fa parte del circuito diretto di raffreddamento del motore salpancora.,F,serve per raffreddare il fluido presente nel circuito chiuso mediante l'acqua di mare.,V,MOTORI
163,,"Com'è denominato quell'organo del motore marino che permette di alternare le fasi di moto ""marcia avanti - folle - marcia indietro""?",giunto cardanico.,F,astuccio.,F,invertitore.,V,MOTORI
164,,Nell'impianto elettrico di un motore marino diesel:,tutte le candele ricevono nello stesso istante l'impulso elettrico dallo spinterogeno.,F,"una volta avviato il motore, questo non funziona staccando la batteria.",F,la batteria è elemento essenziale per l'avviamento.,V,MOTORI
165,,In un motore a 4 tempi quanti giri descrive l’albero motore per effettuare un ciclo completo?,due giri.,V,quattro giri.,F,otto giri.,F,MOTORI
166,,Riguardo al ciclo di funzionamento di un motore a 4 tempi:,consiste in 4 giri dell’albero motore.,F,consiste in 1 giro dell’albero motore.,F,consiste in 4 corse del pistone e 2 giri dell’albero motore.,V,MOTORI
168,,Nell’impianto elettrico di un motore marino:,il motorino di avviamento non necessita di alimentazione dalla batteria.,F,il sistema di accensione esiste solo nei motori a scoppio.,V,la batteria non è un accumulatore di energia elettrica.,F,MOTORI
169,,Qual è la funzione dell’iniettore in un motore diesel?,nebulizzare il gasolio per farlo bruciare rapidamente.,V,inviare corrente elettrica alle candele perchè scocchino la scintilla.,F,pescare il carburante dal serbatoio.,F,MOTORI
170,,1 Kw equivale a:,"1,43 Cv",F,"1,34 Cv",F,"1,36 Cv",V,MOTORI
171,,Quale caratteristica offre il carburante diesel rispetto alla benzina?,più elevato punto di infiammabilità.,V,eliminazione del rischio di accensioni o di esplosioni accidentali.,F,tipo di combustione esterna.,F,MOTORI
172,,Quali sono le fasi di un motore a combustione interna a quattro tempi?,"cablaggio, alesaggio, corsa, arresto.",F,"accensione, lubrificazione, rotazione, riavviamento.",F,"aspirazione, compressione, scoppio, scarico.",V,MOTORI
173,,Di quali materiali possono essere realizzate le eliche dei motori fuoribordo?,"polipropilene, legno, aipalon.",F,"alluminio, acciaio inox, composito.",V,"ghisa, teflon, zinco.",F,MOTORI
175,,Qual è la caratteristica principale di un buon lubrificante per un motore diesel?,punto di infiammabilità.,F,viscosità o densità.,V,alto contenuto di ottani oleosi.,F,MOTORI
176,,Quale intervento è opportuno effettuare dopo una lunga navigazione di un motore entrobordo?,"fatto raffreddare il motore, verificare il livello dell'olio ed eventualmente effettuare il rabbocco.",V,verificare il livello dell'acqua nel circuito di raffreddamento.,F,verificare la funzionalità della campana dell'idrogetto.,F,MOTORI
177,1-15.png,Figura 10 - Quale parte del motore fuoribordo in figura indicano le frecce?,lo scarico dell'acqua di raffreddamento.,F,le prese dell'acqua di raffreddamento.,V,Il trim tab.,F,MOTORI
178,1-15.png,Figura 11 - Quale parte del motore fuoribordo in figura indica le freccia?,la presa acqua di raffreddamento.,F,il connettore del tubo carburante.,F,"la «spia», fuoriuscita di acqua che testimonia il corretto funzionamento del circuito di raffreddamento.",V,MOTORI
179,1-15.png,Figura 12 - Quale parte del motore fuoribordo in figura indica le freccia?,piastra anticavitazione.,F,leva cambio (avanti/folle/indietro),F,elica.,V,MOTORI
180,1-15.png,Figura 13 - Quale parte della trasmissione entrofuoribordo è indicata dalla freccia?,giunto cardanico.,F,basamento motore.,F,gruppo poppiero.,V,MOTORI
182,1-15.png,Figura 14 - Quale parte dello scafo è indicata dalla freccia?,trasmissione.,F,gruppo poppiero.,F,paratia del vano motore.,V,MOTORI
183,1-15.png,Figura 15 - Quale parte degli organi di trasmissione di un motore entro bordo è indicata dalla freccia?,astuccio.,V,asse portaelica.,F,giunto.,F,MOTORI
184,16-27.png,Figura 16 - Quale parte degli organi di trasmissione di un motore entro bordo è indicata dalla freccia?,astuccio.,F,asse portaelica.,V,giunto.,F,MOTORI
185,16-27.png,Figura 17 - Quale parte degli organi di trasmissione di un motore entro bordo è indicata dalla freccia?,astuccio.,F,invertitore/riduttore.,V,asse.,F,MOTORI
186,,Qual è il principio di funzionamento di un motore ad idrogetto?,"la propulsione è ottenuta mediante un getto d'acqua erogato ad alta velocità dalla prora dell'unità, attraverso un'apposita pompa.",F,"la propulsione è ottenuta mediante un getto d'acqua erogato ad alta velocità dalla poppa dell'unità navale, attraverso un'apposita pompa azionata da un motore convenzionale.",V,la propulsione è ottenuta mediante una miscela di acqua ed aria di raffreddamento attraverso una turbina alimentata dai gas di scarico.,F,MOTORI
187,,Di quali parti principali si compone un sistema di propulsione ad idrogetto?,"condotto di aspirazione, elica, condotto forzato e meccanismo di governo.",V,"condotto di mandata, elica a passo variabile, condotto laterale e meccanismo di scarico.",F,"condotto di scarico, invertitore, marmitta di espansione e cablaggio elettrico.",F,MOTORI
189,,Il sistema di propulsione ad idrogetto risulta:,difficilmente manovrabile al mimino dei giri e in condizione di vento.,V,facilmente manovrabile anche al mimino dei giri e in condizione di vento.,F,difficilmente manovrabile alla velocità di crociera in assenza di vento.,F,MOTORI
190,,"Relativamente a un motore diesel, quale affermazione è corretta?",necessita di un numero di iniettori pari a quello dei cilindri.,V,necessita di un numero di candele di scoppio doppio rispetto a quello dei cilindri.,F,necessita di un numero di iniettori inferiore rispetto a quello dei cilindri.,F,MOTORI
191,,Quali sono gli organi fondamentali che costituiscono l'impianto di alimentazione di un motore diesel?,"pompa di alimentazione, pompa di iniezione, carburatori.",F,"pompa di alimentazione, pompa di iniezione, iniettori.",V,pompa di alimentazione e pompa di aspirazione.,F,MOTORI
192,,Cos'è necessario per garantire l'avviamento nei motori diesel ad iniezione indiretta?,candela di scoppio.,F,candeletta a incandescenza.,V,filtro di aereazione.,F,MOTORI
193,,Come avviene la messa in moto elettrica di un motore fuoribordo?,mediante l'azione di un gruppo generatore installato nella parte poppiera dell'unità.,F,mediante l'azione di un motorino d'avviamento collegato all'impianto elettrico.,V,mediante l'azione di un motorino d'avviamento alimentato da energia elettrostatica.,F,MOTORI
194,,Per IPS (Inboard Performance System) si intende:,"una tipologia di trasmissione con piede completamente immerso, caratterizzato da eliche traenti e rivolte verso prua.",V,una tipologia di turbina per sovralimentare i motori diesel.,F,un sistema di arricchimento del carburante a benzina.,F,MOTORI
196,,"Le trasmissioni tipo ""Pod"" sono costituite:",da una linea d'asse di sezione maggiorata.,F,"da una serie di ingranaggi e rinvii che consentono di posizionare il motore a poppavia dell'astuccio, quindi all'incontrario rispetto alla posizione della linea d'asse classica.",F,"da un corpo trasmissione contenuto in un piede completamente immerso, che ruotando orienta la prua della barca.",V,MOTORI
197,16-27.png,Figura 18 - Quella dell'immagine a fianco è:,una trasmissione IPS.,V,"una trasmissione ""V drive"".",F,"un piede ""S drive"".",F,MOTORI
198,,"Per ""S drive"" si intende:","il piedino all’interno del quale si trovano due ingranaggi conici che trasmettono il moto dal motore all’elica, utilizzato sulle barche a vela in luogo della linea d'asse.",V,il tubo di scarico dell'acqua di raffreddamento.,F,il circuito di alimentazione degli iniettori.,F,MOTORI
199,,"Ai fini della sicurezza, un elemento importante per la manutenzione della ""S drive"" è:","la regolare sostituzione della guarnizione del piedino secondo le indicazioni di scadenza del costruttore, stampate nella gomma.",V,sostituire la guarnizione del piedino ogni 15 anni.,F,sostituire lo zinco ogni 10 anni.,F,MOTORI
200,,Il carburante diesel attualmente in commercio:,"favorisce la formazione di alghe nel serbatoio, che possono ostruire l'alimentazione del motore.",V,ha una alto contenuto di ottani oleosi.,F,ha il medesimo punto di infiammabilità della benzina.,F,MOTORI
201,,Per garantire il perfetto funzionamento di un motore diesel:,verificare regolarmente la pulizia del carburatore.,F,verificare la pulizia delle candele.,F,è opportuno provvedere spesso alla pulizia del serbatoio e alla sostituzione dei filtri del carburante per contrastare la formazione di alghe,V,MOTORI
203,,"Se un motore a benzina non parte, ma il motorino di avviamento gira, la causa potrebbe
essere:",il carburatore è ingolfato.,V,la batteria è scarica.,F,c’è aria nel circuito di raffreddamento.,F,MOTORI
204,,"Se il motore picchia in testa, le cause dirette possono essere:",il sistema di iniezione è otturato.,F,gli iniettori sono fuori taratura.,V,presenza di incrostazioni o anomalie nel circuito di raffreddamento.,F,MOTORI
205,,"Se il motorino d'avviamento gira e il motore diesel gira ma non parte, le cause dirette possono essere:",il motorino di avviamento è andato in cortocircuito.,F,l'anticipo dell'accensione o dell'iniezione è sfasato.,F,vi è presenza di aria nel circuito del carburante.,V,MOTORI
206,,Il motore dell'unità è in marcia e si ferma all’improvviso; le cause dirette possono essere:,il motorino di avviamento è difettoso (motore a scoppio).,F,la presa a mare è chiusa o intasata.,F,l'asse portaelica si è bloccato con l’invertitore ingranato.,V,MOTORI
207,,"Il motore, se in folle, rimane acceso e, se in marcia, si ferma. Perchè?",l'elica si è rotta.,F,il carburatore è sporco.,F,l'elica si è bloccata.,V,MOTORI
208,,Il motore entrobordo non si mette in moto e le luci sul pannello si spengono al momento dell'avviamento: la causa potrebbe essere:,presenza di acqua nel circuito di alimentazione.,F,il carburatore o gli iniettori sono sporchi.,F,le batterie sono completamente scariche.,V,MOTORI
210,,Il motore diesel si spegne subito dopo l'accensione; la causa può essere:,presenza di aria nella pompa di iniezione.,V,i cilindri sono ovalizzati.,F,il combustibile è di qualità scadente.,F,MOTORI
211,,Quale può essere la causa più probabile in base alla quale un motore entrobordo emette fumo azzurro dallo scarico?,l'elica è parzialmente frenata.,F,c'è acqua nel circuito di alimentazione.,F,l'olio lubrificante è entrato nella camera di scoppio.,V,MOTORI
212,,Quale può essere la causa più probabile in base alla quale un motore entrobordo emette fumo nero dallo scarico?,i cilindri sono ovalizzati.,F,"carburante sporco, filtro aria o filtro carburante sporchi, carburatore sporco o danneggiato.",V,la pressione dell'olio è troppo elevata.,F,MOTORI
213,,Quali tra queste può essere una causa di surriscaldamento di un motore fuoribordo?,malfunzionamento del circuito elettrico a causa del surriscaldamento della batteria.,F,eccessiva usura del pignone del motorino di avviamento.,F,"ostruzione del flusso dell'acqua di raffreddamento dovuto, ad esempio, alla possibile presenza di alghe o frammenti di materiale plastico in corrispondenza della presa di aspirazione del circuito dell'acqua.",V,MOTORI
214,,Quale tra queste verifiche è corretto eseguire nel caso in cui un motore fuoribordo presenti difficoltà di avviamento?,verificare il collegamento degli anodi sacrificali.,F,verificare la temperatura dell'acqua del mare.,F,controllare che la leva delle marce sia in posizione di folle.,V,MOTORI
216,,"Circa il fenomeno della cavitazione riferito a un motore fuoribordo, quale affermazione è corretta?","può verificarsi quando la lunghezza del piede non risulta compatibile con l'altezza dello specchio di poppa, dell'unità navale su cui è installato.",V,può verificarsi a seguito della riduzione del numero di giri dell'elica.,F,può verificarsi a seguito dell'incremento graduale del numero di giri dell'elica.,F,MOTORI
